2013-03-18,+3,744,В 3м/с,+3,742,В 3м/с
2013-03-19,0,742,ЮЗ 3м/с,-2,745,ЮЗ 3м/с
2013-03-20,+1,−,З 2м/с,0,748,З 2м/с
2013-03-21,+2,742,ЮЗ 3м/с,+1,743,ЮЗ 3м/с
2013-03-22,-2,749,С 1м/с,-4,751,С 1м/с
2013-03-23,-1,751,В 3м/с,-3,750,В 3м/с
2013-03-24,+5,742,В 3м/с,+3,742,В 3м/с
