2021-01-01,-9,761,В 2м/с,-11,761,В 2м/с
2021-01-02,-12,761,В 3м/с,-11,760,В 3м/с
2021-01-03,-6,762,ЮВ 1м/с,-5,764,ЮВ 1м/с
2021-01-04,-4,767,ЮВ 1м/с,-3,767,ЮВ 1м/с
2021-01-05,-6,766,ЮЗ 2м/с,-9,766,ЮЗ 2м/с
2021-01-06,-13,764,В 3м/с,-15,764,В 3м/с
2021-01-07,-12,759,В 3м/с,-11,758,В 3м/с
2021-01-08,-8,755,В 4м/с,-9,752,В 4м/с
2021-01-09,-3,751,В 2м/с,-3,748,В 2м/с
2021-01-10,-3,741,З 3м/с,-6,745,З 3м/с
2021-01-11,-15,749,С 2м/с,-19,750,С 2м/с
2021-01-12,-17,754,В 2м/с,-18,755,В 2м/с
2021-01-13,-17,759,В 3м/с,-16,758,В 3м/с
2021-01-14,-11,749,В 3м/с,-10,747,В 3м/с
2021-01-15,-6,743,СВ 3м/с,-6,740,СВ 3м/с
2021-01-16,-7,740,ЮЗ 3м/с,-5,739,ЮЗ 3м/с
2021-01-17,-14,746,З 2м/с,-18,749,З 2м/с
2021-01-18,-18,751,З 1м/с,-17,749,З 1м/с
2021-01-19,-16,746,З 2м/с,-21,747,З 2м/с
2021-01-20,-19,749,З 2м/с,-21,751,З 2м/с
2021-01-21,-14,752,З 3м/с,-12,752,З 3м/с
2021-01-22,-10,750,З 2м/с,-14,753,З 2м/с
2021-01-23,-9,755,В 2м/с,-8,754,В 2м/с
2021-01-24,+3,757,ЮЗ 1м/с,0,758,ЮЗ 1м/с
2021-01-25,-2,759,ЮВ 2м/с,-3,759,ЮВ 2м/с
2021-01-26,-7,758,ЮВ 2м/с,-7,758,ЮВ 2м/с
2021-01-27,-7,756,ЮВ 2м/с,-7,755,ЮВ 2м/с
2021-01-28,-7,751,В 3м/с,-7,749,В 3м/с
2021-01-29,-3,745,ЮВ 1м/с,-4,744,ЮВ 1м/с
2021-01-30,-3,746,В 3м/с,-2,746,В 3м/с
2021-01-31,-3,747,В 2м/с,-3,744,В 2м/с
2021-02-01,-2,752,З 2м/с,-4,754,З 2м/с
2021-02-02,+1,749,З 2м/с,-4,751,З 2м/с
2021-02-03,-6,751,В 2м/с,-5,749,В 2м/с
2021-02-04,+2,744,Ю 2м/с,+1,744,Ю 2м/с
2021-02-05,+1,735,ЮВ 3м/с,+1,733,ЮВ 3м/с
2021-02-06,-10,736,З 4м/с,-14,738,З 4м/с
2021-02-07,-18,740,З 3м/с,-19,741,З 3м/с
2021-02-08,-19,747,З 3м/с,-21,751,З 3м/с
2021-02-09,-17,757,З 2м/с,-17,756,З 2м/с
2021-02-10,-15,752,В 2м/с,-16,753,В 2м/с
2021-02-11,-10,752,В 3м/с,-9,751,В 3м/с
2021-02-12,-6,750,В 3м/с,-4,749,В 3м/с
2021-02-13,-1,743,ЮВ 2м/с,-3,743,ЮВ 2м/с
2021-02-14,-10,744,З 2м/с,-15,747,З 2м/с
2021-02-15,-15,750,З 2м/с,-19,752,З 2м/с
2021-02-16,-16,757,З 2м/с,-20,758,З 2м/с
2021-02-17,-16,756,В 2м/с,-19,755,В 2м/с
2021-02-18,-13,750,С 1м/с,-19,752,С 1м/с
2021-02-19,-15,750,З 3м/с,-18,751,З 3м/с
2021-02-20,-15,757,З 2м/с,-22,758,З 2м/с
2021-02-21,-16,757,Ш,-20,757,Ш
2021-02-22,-17,752,СЗ 2м/с,-22,753,СЗ 2м/с
2021-02-23,-24,756,СЗ 3м/с,-25,759,СЗ 3м/с
2021-02-24,-19,761,СЗ 3м/с,-22,762,СЗ 3м/с
2021-02-25,-19,757,ЮВ 1м/с,-17,752,ЮВ 1м/с
2021-02-26,-13,749,В 3м/с,-12,743,В 3м/с
2021-02-27,+3,735,ЮЗ 2м/с,-9,737,ЮЗ 2м/с
2021-02-28,-12,743,С 2м/с,-12,746,С 2м/с
2021-03-01,-9,752,СЗ 2м/с,-12,752,СЗ 2м/с
2021-03-02,-3,741,ЮЗ 3м/с,-2,740,ЮЗ 3м/с
2021-03-03,0,740,СЗ 2м/с,-3,743,СЗ 2м/с
2021-03-04,-2,738,ЮЗ 2м/с,+1,738,ЮЗ 2м/с
2021-03-05,-1,741,СЗ 2м/с,-7,745,СЗ 2м/с
2021-03-06,-4,748,СЗ 1м/с,-7,747,СЗ 1м/с
2021-03-07,-5,745,ЮЗ 3м/с,-7,743,ЮЗ 3м/с
2021-03-08,-1,739,ЮЗ 3м/с,-2,740,ЮЗ 3м/с
2021-03-09,-2,743,СВ 1м/с,-7,743,СВ 1м/с
2021-03-10,-12,746,СЗ 3м/с,-16,749,СЗ 3м/с
2021-03-11,-10,752,З 4м/с,-14,754,З 4м/с
2021-03-12,-4,759,З 1м/с,-10,761,З 1м/с
2021-03-13,-7,762,ЮЗ 2м/с,-13,761,ЮЗ 2м/с
2021-03-14,-5,759,Ю 3м/с,-9,759,Ю 3м/с
2021-03-15,-3,758,ЮЗ 2м/с,-10,759,ЮЗ 2м/с
2021-03-16,-3,760,ЮВ 2м/с,-8,759,ЮВ 2м/с
2021-03-17,-3,754,В 4м/с,-5,752,В 4м/с
2021-03-18,0,743,В 2м/с,-1,743,В 2м/с
2021-03-19,0,738,С 2м/с,-2,739,С 2м/с
2021-03-20,-1,743,СЗ 2м/с,-2,744,СЗ 2м/с
2021-03-21,0,743,ЮЗ 2м/с,-4,744,ЮЗ 2м/с
2021-03-22,+1,744,Ю 2м/с,0,745,Ю 2м/с
2021-03-23,+3,747,Ю 2м/с,0,748,Ю 2м/с
2021-03-24,+2,749,В 2м/с,0,749,В 2м/с
2021-03-25,+4,748,СВ 3м/с,+2,748,СВ 3м/с
2021-03-26,+6,746,В 2м/с,-1,746,В 2м/с
2021-03-27,+5,746,СЗ 1м/с,+3,749,СЗ 1м/с
2021-03-28,+4,754,СВ 3м/с,+2,756,СВ 3м/с
2021-03-29,+6,761,В 2м/с,+3,761,В 2м/с
2021-03-30,+9,764,СЗ 1м/с,-2,763,СЗ 1м/с
2021-03-31,+5,759,ЮЗ 4м/с,+3,757,ЮЗ 4м/с
2021-04-01,+6,752,ЮЗ 3м/с,+6,751,ЮЗ 3м/с
2021-04-02,+9,748,Ю 1м/с,+2,747,Ю 1м/с
2021-04-03,+7,742,ЮВ 2м/с,+3,741,ЮВ 2м/с
2021-04-04,+6,742,СЗ 2м/с,+2,744,СЗ 2м/с
2021-04-05,+8,746,ЮЗ 2м/с,+4,747,ЮЗ 2м/с
2021-04-06,+2,743,В 4м/с,+2,741,В 4м/с
2021-04-07,+8,747,З 1м/с,+5,749,З 1м/с
2021-04-08,+13,747,ЮВ 2м/с,+9,749,ЮВ 2м/с
2021-04-09,+5,753,С 2м/с,+2,755,С 2м/с
2021-04-10,+16,753,В 2м/с,+15,753,В 2м/с
2021-04-11,+19,758,ЮВ 2м/с,+11,759,ЮВ 2м/с
2021-04-12,+22,762,В 1м/с,+18,763,В 1м/с
2021-04-13,+23,762,Ю 2м/с,+17,761,Ю 2м/с
2021-04-14,+21,757,ЮВ 3м/с,+17,755,ЮВ 3м/с
2021-04-15,+24,752,В 2м/с,+17,752,В 2м/с
2021-04-16,+25,751,С 1м/с,+17,752,С 1м/с
2021-04-17,+22,752,В 3м/с,+16,752,В 3м/с
2021-04-18,+18,751,СВ 3м/с,+14,752,СВ 3м/с
2021-04-19,+12,754,В 4м/с,+7,756,В 4м/с
2021-04-20,+12,758,ЮВ 4м/с,+8,757,ЮВ 4м/с
2021-04-21,+3,756,В 3м/с,+3,756,В 3м/с
2021-04-22,+11,756,ЮВ 3м/с,+6,758,ЮВ 3м/с
2021-04-23,+15,754,В 2м/с,+9,753,В 2м/с
2021-04-24,+10,746,ЮВ 1м/с,+9,745,ЮВ 1м/с
2021-04-25,+8,749,ЮЗ 3м/с,+8,749,ЮЗ 3м/с
2021-04-26,+15,749,З 3м/с,+9,749,З 3м/с
2021-04-27,+8,746,ЮЗ 2м/с,+7,746,ЮЗ 2м/с
2021-04-28,+12,748,ЮЗ 5м/с,+7,749,ЮЗ 5м/с
2021-04-29,+14,752,З 3м/с,+10,753,З 3м/с
2021-04-30,+16,755,З 2м/с,+14,753,З 2м/с
2021-05-01,+16,749,Ю 2м/с,+16,747,Ю 2м/с
2021-05-02,+18,751,З 2м/с,+14,752,З 2м/с
2021-05-03,+24,749,Ю 2м/с,+20,747,Ю 2м/с
2021-05-04,+26,740,ЮЗ 3м/с,+16,740,ЮЗ 3м/с
2021-05-05,+11,745,З 3м/с,+11,747,З 3м/с
2021-05-06,+21,751,З 3м/с,+17,750,З 3м/с
2021-05-07,+22,749,ЮЗ 3м/с,+18,749,ЮЗ 3м/с
2021-05-08,+22,749,З 2м/с,+18,749,З 2м/с
2021-05-09,+25,747,Ю 3м/с,+20,748,Ю 3м/с
2021-05-10,+26,750,В 2м/с,+21,752,В 2м/с
2021-05-11,+25,756,В 3м/с,+18,757,В 3м/с
2021-05-12,+23,756,ЮВ 3м/с,+20,756,ЮВ 3м/с
2021-05-13,+28,755,В 3м/с,+23,754,В 3м/с
2021-05-14,+32,753,Ю 4м/с,+26,753,Ю 4м/с
2021-05-15,+33,753,Ю 2м/с,+27,752,Ю 2м/с
2021-05-16,+33,751,ЮЗ 3м/с,+21,751,ЮЗ 3м/с
2021-05-17,+33,750,Ю 2м/с,+22,750,Ю 2м/с
2021-05-18,+33,749,СЗ 2м/с,+26,748,СЗ 2м/с
2021-05-19,+31,748,В 2м/с,+25,748,В 2м/с
2021-05-20,+19,748,В 2м/с,+18,746,В 2м/с
2021-05-21,+26,750,З 2м/с,+24,750,З 2м/с
2021-05-22,+34,746,ЮЗ 3м/с,+25,748,ЮЗ 3м/с
2021-05-23,+35,746,Ю 2м/с,+31,746,Ю 2м/с
2021-05-24,+24,749,СЗ 3м/с,+22,749,СЗ 3м/с
2021-05-25,+24,748,СЗ 3м/с,+16,750,СЗ 3м/с
2021-05-26,+23,752,С 2м/с,+18,752,С 2м/с
2021-05-27,+24,753,С 1м/с,+20,752,С 1м/с
2021-05-28,+29,748,СВ 2м/с,+25,746,СВ 2м/с
2021-05-29,+26,743,В 1м/с,+21,742,В 1м/с
2021-05-30,+28,741,З 2м/с,+21,743,З 2м/с
2021-05-31,+16,746,СВ 3м/с,+15,746,СВ 3м/с
2021-06-01,+23,746,СЗ 2м/с,+20,746,СЗ 2м/с
