2018-01-01,-5,752,ЮВ 1м/с,-5,753,ЮВ 1м/с
2018-01-02,-3,755,Ю 1м/с,-3,756,Ю 1м/с
2018-01-03,-2,757,ЮВ 1м/с,-3,757,ЮВ 1м/с
2018-01-04,-7,756,В 3м/с,-9,756,В 3м/с
2018-01-05,-10,757,В 2м/с,-12,757,В 2м/с
2018-01-06,-9,756,В 2м/с,-8,756,В 2м/с
2018-01-07,-6,752,ЮЗ 2м/с,-4,749,ЮЗ 2м/с
2018-01-08,-4,747,З 2м/с,-6,747,З 2м/с
2018-01-09,-5,746,З 2м/с,-7,747,З 2м/с
2018-01-10,-6,749,З 2м/с,-7,749,З 2м/с
2018-01-11,-4,752,З 2м/с,-6,754,З 2м/с
2018-01-12,-7,760,СВ 2м/с,-15,764,СВ 2м/с
2018-01-13,-15,766,С 1м/с,-19,766,С 1м/с
2018-01-14,-14,763,З 1м/с,-13,764,З 1м/с
2018-01-15,-9,766,З 1м/с,-9,765,З 1м/с
2018-01-16,-7,761,СЗ 2м/с,-8,758,СЗ 2м/с
2018-01-17,-9,755,В 1м/с,-9,755,В 1м/с
2018-01-18,-13,758,ЮВ 1м/с,-14,758,ЮВ 1м/с
2018-01-19,-16,758,В 3м/с,-17,759,В 3м/с
2018-01-20,-12,757,В 4м/с,-12,757,В 4м/с
2018-01-21,-9,755,В 3м/с,-9,754,В 3м/с
2018-01-22,-7,755,В 2м/с,-9,756,В 2м/с
2018-01-23,-8,755,В 4м/с,-9,755,В 4м/с
2018-01-24,-11,759,В 3м/с,-9,761,В 3м/с
2018-01-25,-11,767,ЮВ 2м/с,-10,769,ЮВ 2м/с
2018-01-26,-13,773,ЮВ 2м/с,-14,774,ЮВ 2м/с
2018-01-27,-14,776,ЮВ 2м/с,-16,776,ЮВ 2м/с
2018-01-28,-14,770,Ю 2м/с,-16,769,Ю 2м/с
2018-01-29,-12,763,ЮВ 3м/с,-14,761,ЮВ 3м/с
2018-01-30,-10,758,В 4м/с,-12,755,В 4м/с
2018-01-31,-14,745,В 5м/с,-14,744,В 5м/с
2018-02-01,-6,747,В 1м/с,-6,750,В 1м/с
2018-02-02,-6,756,З 1м/с,-7,756,З 1м/с
2018-02-03,-6,757,Ю 2м/с,-7,757,Ю 2м/с
2018-02-04,-4,754,ЮВ 3м/с,-3,752,ЮВ 3м/с
2018-02-05,-5,750,ЮВ 4м/с,-6,753,ЮВ 4м/с
2018-02-06,-6,761,В 2м/с,-6,763,В 2м/с
2018-02-07,-5,770,В 3м/с,-6,770,В 3м/с
2018-02-08,-7,767,ЮВ 2м/с,-9,767,ЮВ 2м/с
2018-02-09,-7,765,В 2м/с,-9,764,В 2м/с
2018-02-10,-5,762,В 2м/с,-9,761,В 2м/с
2018-02-11,-5,757,С 1м/с,-8,756,С 1м/с
2018-02-12,-7,755,СЗ 2м/с,-9,755,СЗ 2м/с
2018-02-13,-8,757,СЗ 1м/с,-13,758,СЗ 1м/с
2018-02-14,-8,762,З 1м/с,-16,763,З 1м/с
2018-02-15,-7,767,З 1м/с,-13,768,З 1м/с
2018-02-16,-6,769,В 2м/с,-10,769,В 2м/с
2018-02-17,-7,766,ЮВ 1м/с,-10,765,ЮВ 1м/с
2018-02-18,-6,761,В 4м/с,-7,758,В 4м/с
2018-02-19,-8,755,ЮВ 2м/с,-8,753,ЮВ 2м/с
2018-02-20,-5,749,З 2м/с,-8,749,З 2м/с
2018-02-21,-6,751,З 2м/с,-11,752,З 2м/с
2018-02-22,-10,754,З 1м/с,-15,755,З 1м/с
2018-02-23,-11,756,Ш,-18,756,Ш
2018-02-24,-12,756,ЮВ 2м/с,-14,755,ЮВ 2м/с
2018-02-25,-9,752,С 3м/с,-12,752,С 3м/с
2018-02-26,-12,750,СЗ 1м/с,-14,750,СЗ 1м/с
2018-02-27,-12,757,С 3м/с,-18,759,С 3м/с
2018-02-28,-15,761,С 2м/с,-18,763,С 2м/с
2018-03-01,-11,763,СВ 1м/с,-18,761,СВ 1м/с
2018-03-02,-8,758,З 1м/с,-14,757,З 1м/с
2018-03-03,-10,752,ЮВ 1м/с,-12,749,ЮВ 1м/с
2018-03-04,-7,743,ЮВ 4м/с,-6,740,ЮВ 4м/с
2018-03-05,-5,734,З 4м/с,-11,737,З 4м/с
2018-03-06,-9,746,СЗ 3м/с,-13,749,СЗ 3м/с
2018-03-07,-8,755,З 2м/с,-12,754,З 2м/с
2018-03-08,-8,748,В 4м/с,-10,748,В 4м/с
2018-03-09,-4,751,СВ 2м/с,-9,752,СВ 2м/с
2018-03-10,-4,753,С 1м/с,-10,755,С 1м/с
2018-03-11,-9,757,СВ 2м/с,-11,758,СВ 2м/с
2018-03-12,-7,761,Ю 1м/с,-12,761,Ю 1м/с
2018-03-13,-8,760,З 3м/с,-13,760,З 3м/с
2018-03-14,-7,758,З 2м/с,-12,757,З 2м/с
2018-03-15,-5,752,Ю 4м/с,-5,749,Ю 4м/с
2018-03-16,-2,744,ЮВ 2м/с,0,744,ЮВ 2м/с
2018-03-17,-6,752,ЮВ 2м/с,-8,750,ЮВ 2м/с
2018-03-18,-8,740,СЗ 4м/с,-14,746,СЗ 4м/с
2018-03-19,-10,754,З 2м/с,-11,752,З 2м/с
2018-03-20,-1,749,З 1м/с,-10,750,З 1м/с
2018-03-21,-4,745,В 2м/с,-5,741,В 2м/с
2018-03-22,-3,737,СЗ 1м/с,-5,737,СЗ 1м/с
2018-03-23,+1,742,З 4м/с,-4,743,З 4м/с
2018-03-24,0,743,ЮЗ 2м/с,-4,743,ЮЗ 2м/с
2018-03-25,+1,746,З 1м/с,-5,746,З 1м/с
2018-03-26,+2,748,З 3м/с,-1,748,З 3м/с
2018-03-27,+2,746,З 3м/с,-1,746,З 3м/с
2018-03-28,0,740,СЗ 2м/с,-2,744,СЗ 2м/с
2018-03-29,-1,752,С 2м/с,-11,752,С 2м/с
2018-03-30,0,755,З 2м/с,-6,756,З 2м/с
2018-03-31,-2,759,ЮЗ 4м/с,-4,758,ЮЗ 4м/с
2018-04-01,-2,755,ЮЗ 3м/с,0,755,ЮЗ 3м/с
2018-04-02,+5,756,ЮВ 2м/с,0,755,ЮВ 2м/с
2018-04-03,+5,754,ЮВ 4м/с,+3,752,ЮВ 4м/с
2018-04-04,+2,752,ЮВ 1м/с,+1,751,ЮВ 1м/с
2018-04-05,+3,749,С 2м/с,+3,749,С 2м/с
2018-04-06,+9,753,СЗ 2м/с,+1,754,СЗ 2м/с
2018-04-07,+4,749,ЮЗ 3м/с,+2,749,ЮЗ 3м/с
2018-04-08,+5,752,СЗ 4м/с,+4,755,СЗ 4м/с
2018-04-09,+9,757,ЮЗ 3м/с,+4,757,ЮЗ 3м/с
2018-04-10,+12,755,З 3м/с,+9,753,З 3м/с
2018-04-11,+13,749,З 2м/с,+1,749,З 2м/с
2018-04-12,+6,755,СЗ 3м/с,+1,755,СЗ 3м/с
2018-04-13,+7,752,З 2м/с,+3,754,З 2м/с
2018-04-14,+8,758,СЗ 3м/с,+2,758,СЗ 3м/с
2018-04-15,+9,754,ЮЗ 2м/с,+6,752,ЮЗ 2м/с
2018-04-16,+15,751,З 2м/с,+7,751,З 2м/с
2018-04-17,+16,750,З 2м/с,+10,750,З 2м/с
2018-04-18,+18,749,ЮВ 1м/с,+12,747,ЮВ 1м/с
2018-04-19,+12,740,З 2м/с,+9,740,З 2м/с
2018-04-20,+11,740,С 2м/с,+6,742,С 2м/с
2018-04-21,+7,742,З 1м/с,+6,740,З 1м/с
2018-04-22,+7,731,З 4м/с,+4,735,З 4м/с
2018-04-23,+3,740,З 3м/с,0,742,З 3м/с
2018-04-24,+5,745,З 3м/с,+3,746,З 3м/с
2018-04-25,,,,+8,749,Ш
2018-04-26,+8,744,Ю 2м/с,+11,740,Ю 2м/с
2018-04-27,+15,748,ЮЗ 4м/с,+15,749,ЮЗ 4м/с
2018-04-28,+15,737,Ю 2м/с,+5,741,Ю 2м/с
2018-04-29,+15,749,З 3м/с,+9,751,З 3м/с
2018-04-30,+16,751,ЮЗ 3м/с,+15,748,ЮЗ 3м/с
2018-05-01,+19,752,С 2м/с,+13,753,С 2м/с
2018-05-02,+27,752,ЮЗ 4м/с,+22,752,ЮЗ 4м/с
2018-05-03,+27,751,ЮЗ 3м/с,+22,750,ЮЗ 3м/с
2018-05-04,+20,754,СЗ 2м/с,+12,756,СЗ 2м/с
2018-05-05,+16,759,В 2м/с,+13,758,В 2м/с
2018-05-06,+21,756,ЮЗ 3м/с,+17,754,ЮЗ 3м/с
2018-05-07,+17,752,З 2м/с,+15,751,З 2м/с
2018-05-08,+21,749,З 2м/с,+14,748,З 2м/с
2018-05-09,+23,745,СЗ 3м/с,+14,747,СЗ 3м/с
2018-05-10,+12,747,СВ 3м/с,+11,747,СВ 3м/с
2018-05-11,+14,746,В 3м/с,+14,746,В 3м/с
2018-05-12,+22,749,СЗ 2м/с,+14,750,СЗ 2м/с
2018-05-13,+23,754,СВ 2м/с,+18,754,СВ 2м/с
2018-05-14,+25,753,СЗ 2м/с,+17,752,СЗ 2м/с
2018-05-15,+26,751,СЗ 2м/с,+17,750,СЗ 2м/с
2018-05-16,+26,750,З 1м/с,+21,751,З 1м/с
2018-05-17,+23,749,Ш,+20,749,Ш
2018-05-18,+27,748,З 1м/с,+20,748,З 1м/с
2018-05-19,+24,746,З 2м/с,+19,746,З 2м/с
2018-05-20,+25,749,З 3м/с,+19,751,З 3м/с
2018-05-21,+18,755,С 2м/с,+15,757,С 2м/с
2018-05-22,+22,760,СЗ 2м/с,+14,759,СЗ 2м/с
2018-05-23,+25,758,З 1м/с,+17,756,З 1м/с
2018-05-24,+26,752,СВ 2м/с,+21,749,СВ 2м/с
2018-05-25,+15,749,С 2м/с,+10,752,С 2м/с
2018-05-26,+13,758,С 3м/с,+11,759,С 3м/с
2018-05-27,+19,755,З 3м/с,+17,752,З 3м/с
2018-05-28,+15,752,СЗ 2м/с,+9,754,СЗ 2м/с
2018-05-29,+17,754,З 3м/с,+16,751,З 3м/с
2018-05-30,+24,741,З 6м/с,+13,740,З 6м/с
2018-05-31,+14,740,СЗ 2м/с,+7,743,СЗ 2м/с
2018-06-01,+7,746,С 1м/с,+5,747,С 1м/с
2018-06-02,+13,746,З 4м/с,+13,744,З 4м/с
2018-06-03,+17,744,Ш,+16,743,Ш
2018-06-04,+25,739,З 4м/с,+22,739,З 4м/с
2018-06-05,+28,736,ЮЗ 4м/с,+25,735,ЮЗ 4м/с
2018-06-06,+19,741,З 4м/с,+13,744,З 4м/с
2018-06-07,+15,750,З 4м/с,+11,752,З 4м/с
2018-06-08,+18,750,З 3м/с,+17,747,З 3м/с
2018-06-09,+13,743,З 2м/с,+11,744,З 2м/с
2018-06-10,+16,744,С 2м/с,+11,745,С 2м/с
2018-06-11,+16,746,С 2м/с,+10,747,С 2м/с
2018-06-12,+19,748,З 2м/с,+15,746,З 2м/с
2018-06-13,+22,743,З 5м/с,+17,742,З 5м/с
2018-06-14,+21,747,СЗ 3м/с,+16,748,СЗ 3м/с
2018-06-15,+19,749,СЗ 3м/с,+14,750,СЗ 3м/с
2018-06-16,+21,750,СЗ 2м/с,+16,750,СЗ 2м/с
2018-06-17,+24,748,СЗ 3м/с,+18,748,СЗ 3м/с
2018-06-18,+26,746,С 2м/с,+21,746,С 2м/с
2018-06-19,+29,746,З 2м/с,+20,745,З 2м/с
2018-06-20,+27,740,З 4м/с,+18,743,З 4м/с
2018-06-21,+24,743,З 6м/с,+20,743,З 6м/с
2018-06-22,+25,746,С 2м/с,+20,747,С 2м/с
2018-06-23,+28,747,СЗ 2м/с,+25,748,СЗ 2м/с
2018-06-24,+31,749,СЗ 3м/с,+23,749,СЗ 3м/с
2018-06-25,+33,751,СВ 1м/с,+25,751,СВ 1м/с
2018-06-26,+32,751,СЗ 1м/с,+25,751,СЗ 1м/с
2018-06-27,+29,749,СЗ 2м/с,+25,749,СЗ 2м/с
2018-06-28,+28,747,СЗ 3м/с,+23,747,СЗ 3м/с
2018-06-29,+29,745,С 1м/с,+25,745,С 1м/с
2018-06-30,+31,746,З 1м/с,+26,747,З 1м/с
2018-07-01,+33,749,В 2м/с,+29,749,В 2м/с
2018-07-02,+34,750,В 2м/с,+30,749,В 2м/с
2018-07-03,+36,744,В 5м/с,+29,743,В 5м/с
2018-07-04,+30,746,З 2м/с,+26,744,З 2м/с
2018-07-05,+28,742,З 4м/с,+23,743,З 4м/с
2018-07-06,+26,745,З 2м/с,+20,745,З 2м/с
2018-07-07,+27,743,ЮВ 2м/с,+24,742,ЮВ 2м/с
2018-07-08,+29,740,СЗ 2м/с,+21,741,СЗ 2м/с
2018-07-09,+27,743,З 4м/с,+23,743,З 4м/с
2018-07-10,+26,746,З 2м/с,+23,746,З 2м/с
2018-07-11,+27,746,З 3м/с,+22,746,З 3м/с
2018-07-12,+27,746,ЮЗ 2м/с,+23,745,ЮЗ 2м/с
2018-07-13,+25,744,СЗ 1м/с,+21,744,СЗ 1м/с
2018-07-14,+28,743,В 2м/с,+24,743,В 2м/с
2018-07-15,+31,743,СВ 1м/с,+27,744,СВ 1м/с
2018-07-16,+28,744,ЮВ 2м/с,+28,743,ЮВ 2м/с
2018-07-17,+19,742,В 3м/с,+20,741,В 3м/с
2018-07-18,+23,741,В 2м/с,+18,742,В 2м/с
2018-07-19,+30,743,В 1м/с,+25,743,В 1м/с
2018-07-20,+29,743,З 2м/с,+24,743,З 2м/с
2018-07-21,+19,744,В 3м/с,+19,745,В 3м/с
2018-07-22,+22,747,ЮВ 3м/с,+20,748,ЮВ 3м/с
2018-07-23,+23,749,В 4м/с,+21,750,В 4м/с
2018-07-24,+28,752,ЮВ 2м/с,+22,752,ЮВ 2м/с
2018-07-25,+31,753,В 2м/с,+27,753,В 2м/с
2018-07-26,+33,755,ЮВ 2м/с,+28,755,ЮВ 2м/с
2018-07-27,+32,755,ЮВ 2м/с,+28,755,ЮВ 2м/с
2018-07-28,+32,752,Ю 1м/с,+23,752,Ю 1м/с
2018-07-29,+27,751,С 2м/с,+18,752,С 2м/с
2018-07-30,+19,752,С 2м/с,+19,752,С 2м/с
2018-07-31,+26,753,В 3м/с,+22,753,В 3м/с
2018-08-01,+29,752,СВ 2м/с,+22,752,СВ 2м/с
2018-08-02,+29,749,З 2м/с,+23,749,З 2м/с
2018-08-03,+29,746,З 1м/с,+22,745,З 1м/с
2018-08-04,+30,744,ЮЗ 3м/с,+25,744,ЮЗ 3м/с
2018-08-05,+31,743,З 3м/с,+22,743,З 3м/с
2018-08-06,+30,743,З 3м/с,+25,743,З 3м/с
2018-08-07,+27,743,С 2м/с,+22,743,С 2м/с
2018-08-08,+21,743,СЗ 2м/с,+18,746,СЗ 2м/с
2018-08-09,+19,751,СЗ 4м/с,+15,753,СЗ 4м/с
2018-08-10,+22,755,СЗ 3м/с,+14,754,СЗ 3м/с
2018-08-11,+29,751,СЗ 3м/с,+21,751,СЗ 3м/с
2018-08-12,+30,749,З 2м/с,+20,748,З 2м/с
2018-08-13,+30,746,З 2м/с,+25,745,З 2м/с
2018-08-14,+24,746,СЗ 3м/с,+15,749,СЗ 3м/с
2018-08-15,+25,752,СЗ 1м/с,+18,752,СЗ 1м/с
2018-08-16,+30,749,З 3м/с,+24,749,З 3м/с
2018-08-17,+21,751,СВ 3м/с,+18,752,СВ 3м/с
2018-08-18,+20,752,С 3м/с,+16,753,С 3м/с
